user_id,product_id,interaction_type,skin_type,event_type
8,858,like,combination,evening
8,52,view,combination,evening
8,373,view,combination,evening
8,1526,view,combination,evening
8,690,purchase,combination,evening
8,857,view,combination,evening
8,1389,like,combination,evening
8,1523,like,combination,evening
8,517,purchase,combination,evening
8,555,view,combination,evening
8,331,view,combination,evening
8,1454,purchase,combination,evening
8,224,view,combination,evening
8,794,view,combination,evening
8,81,purchase,combination,evening
8,976,view,combination,evening
8,462,view,combination,evening
8,415,view,combination,evening
8,955,like,combination,evening
8,727,view,combination,evening
8,635,purchase,combination,evening
9,530,like,oily,glam
9,92,view,oily,glam
9,1468,like,oily,glam
9,907,like,oily,glam
9,4,view,oily,glam
9,1081,like,oily,glam
9,1119,view,oily,glam
9,1423,like,oily,glam
9,1490,view,oily,glam
9,1536,like,oily,glam
9,1526,like,oily,glam
9,1390,purchase,oily,glam
9,409,view,oily,glam
9,756,view,oily,glam
9,897,purchase,oily,glam
9,145,like,oily,glam
9,1377,view,oily,glam
9,687,like,oily,glam
9,1288,view,oily,glam
9,648,view,oily,glam
9,1370,like,oily,glam
9,259,purchase,oily,glam
9,1491,like,oily,glam
9,621,view,oily,glam
9,1048,view,oily,glam
9,639,view,oily,glam
10,467,view,combination,natural
10,413,purchase,combination,natural
10,306,like,combination,natural
10,52,like,combination,natural
10,96,like,combination,natural
10,510,purchase,combination,natural
10,990,view,combination,natural
10,1269,view,combination,natural
10,1591,like,combination,natural
10,151,like,combination,natural
10,949,like,combination,natural
10,862,view,combination,natural
10,1307,purchase,combination,natural
10,1196,like,combination,natural
10,404,purchase,combination,natural
10,1489,purchase,combination,natural
10,1444,like,combination,natural
10,799,purchase,combination,natural
10,1030,like,combination,natural
10,832,view,combination,natural
10,507,like,combination,natural
10,307,view,combination,natural
10,1361,like,combination,natural
10,1426,like,combination,natural
10,12,view,combination,natural
10,1557,like,combination,natural
10,1598,view,combination,natural
10,222,view,combination,natural
10,882,view,combination,natural
11,664,view,combination,office
11,1124,view,combination,office
11,167,purchase,combination,office
11,288,purchase,combination,office
11,313,purchase,combination,office
11,481,like,combination,office
11,797,like,combination,office
11,1439,like,combination,office
11,317,like,combination,office
11,1464,view,combination,office
11,445,view,combination,office
11,133,like,combination,office
11,863,view,combination,office
11,848,view,combination,office
11,687,like,combination,office
11,1129,like,combination,office
11,971,view,combination,office
11,865,like,combination,office
11,129,view,combination,office
11,430,like,combination,office
11,875,view,combination,office
11,810,view,combination,office
11,1598,view,combination,office
11,1216,view,combination,office
11,1445,view,combination,office
11,41,view,combination,office
11,1589,view,combination,office
11,1199,view,combination,office
11,791,view,combination,office
11,994,view,combination,office
12,1558,purchase,combination,wedding
12,878,like,combination,wedding
12,525,view,combination,wedding
12,169,view,combination,wedding
12,980,like,combination,wedding
12,41,purchase,combination,wedding
12,1552,like,combination,wedding
12,1122,purchase,combination,wedding
12,108,view,combination,wedding
12,726,view,combination,wedding
12,466,like,combination,wedding
12,1349,purchase,combination,wedding
12,142,like,combination,wedding
12,1352,purchase,combination,wedding
12,84,view,combination,wedding
12,1562,purchase,combination,wedding
12,65,view,combination,wedding
12,515,like,combination,wedding
12,414,purchase,combination,wedding
12,43,view,combination,wedding
12,1287,view,combination,wedding
12,319,view,combination,wedding
12,497,view,combination,wedding
12,265,like,combination,wedding
12,983,like,combination,wedding
12,1388,view,combination,wedding
12,241,view,combination,wedding
12,1170,view,combination,wedding
13,27,purchase,combination,natural
13,875,like,combination,natural
13,1021,like,combination,natural
13,219,view,combination,natural
13,902,like,combination,natural
13,752,view,combination,natural
13,1319,like,combination,natural
13,958,view,combination,natural
13,1466,view,combination,natural
13,318,view,combination,natural
13,906,like,combination,natural
13,366,purchase,combination,natural
13,1520,like,combination,natural
13,1086,like,combination,natural
13,1350,view,combination,natural
13,562,view,combination,natural
13,1279,like,combination,natural
13,1120,like,combination,natural
13,1008,view,combination,natural
13,969,like,combination,natural
13,907,like,combination,natural
13,1518,view,combination,natural
13,1230,view,combination,natural
13,554,view,combination,natural
13,666,view,combination,natural
13,507,view,combination,natural
13,179,view,combination,natural
13,577,view,combination,natural
13,934,view,combination,natural
13,504,view,combination,natural
14,563,like,combination,wedding
14,637,view,combination,wedding
14,523,purchase,combination,wedding
14,480,like,combination,wedding
14,250,like,combination,wedding
14,1495,view,combination,wedding
14,400,purchase,combination,wedding
14,656,like,combination,wedding
14,247,purchase,combination,wedding
14,1539,like,combination,wedding
14,1115,like,combination,wedding
14,1578,like,combination,wedding
14,1431,view,combination,wedding
14,385,view,combination,wedding
14,398,purchase,combination,wedding
14,450,like,combination,wedding
14,1530,purchase,combination,wedding
14,1009,like,combination,wedding
14,575,view,combination,wedding
14,1501,like,combination,wedding
14,1225,view,combination,wedding
14,1574,view,combination,wedding
14,1092,like,combination,wedding
14,1239,view,combination,wedding
14,590,purchase,combination,wedding
14,206,view,combination,wedding
14,403,like,combination,wedding
14,617,view,combination,wedding
14,472,like,combination,wedding
14,752,view,combination,wedding
14,370,view,combination,wedding
14,630,view,combination,wedding
14,29,view,combination,wedding
14,1468,like,combination,wedding
15,1266,like,normal,wedding
15,1533,view,normal,wedding
15,206,view,normal,wedding
15,1580,view,normal,wedding
15,432,purchase,normal,wedding
15,1299,view,normal,wedding
15,439,view,normal,wedding
15,550,view,normal,wedding
15,1370,purchase,normal,wedding
15,168,like,normal,wedding
15,326,purchase,normal,wedding
15,499,view,normal,wedding
15,361,view,normal,wedding
15,1148,view,normal,wedding
15,154,view,normal,wedding
15,323,view,normal,wedding
15,6,view,normal,wedding
15,845,view,normal,wedding
15,931,like,normal,wedding
15,1424,view,normal,wedding
15,1226,like,normal,wedding
16,1428,like,combination,glam
16,631,purchase,combination,glam
16,1451,view,combination,glam
16,838,like,combination,glam
16,566,like,combination,glam
16,1042,like,combination,glam
16,1123,view,combination,glam
16,1029,view,combination,glam
16,911,view,combination,glam
16,166,like,combination,glam
16,1242,purchase,combination,glam
16,83,view,combination,glam
16,899,like,combination,glam
16,1522,view,combination,glam
16,670,purchase,combination,glam
16,1254,purchase,combination,glam
16,521,like,combination,glam
16,54,like,combination,glam
16,190,view,combination,glam
16,475,view,combination,glam
16,1398,purchase,combination,glam
16,1196,like,combination,glam
16,1220,like,combination,glam
16,43,purchase,combination,glam
16,1590,view,combination,glam
16,1396,view,combination,glam
16,558,view,combination,glam
16,1197,view,combination,glam
16,85,view,combination,glam
16,1586,like,combination,glam
16,1572,view,combination,glam
16,363,like,combination,glam
16,976,view,combination,glam
16,1077,view,combination,glam
17,251,like,combination,glam
17,61,purchase,combination,glam
17,1308,purchase,combination,glam
17,1264,view,combination,glam
17,498,purchase,combination,glam
17,1471,like,combination,glam
17,329,purchase,combination,glam
17,646,like,combination,glam
17,1146,purchase,combination,glam
17,30,view,combination,glam
17,1149,view,combination,glam
17,849,like,combination,glam
17,193,purchase,combination,glam
17,467,like,combination,glam
17,235,view,combination,glam
17,962,like,combination,glam
17,243,view,combination,glam
17,1344,like,combination,glam
17,320,like,combination,glam
17,1038,like,combination,glam
17,1485,view,combination,glam
17,606,view,combination,glam
17,1060,like,combination,glam
17,1462,like,combination,glam
17,570,view,combination,glam
17,864,like,combination,glam
17,1003,view,combination,glam
17,982,like,combination,glam
17,510,like,combination,glam
17,949,like,combination,glam
17,1145,view,combination,glam
17,303,view,combination,glam
17,798,like,combination,glam
17,399,purchase,combination,glam
17,1246,view,combination,glam
18,208,view,oily,office
18,915,view,oily,office
18,207,like,oily,office
18,1094,purchase,oily,office
18,951,purchase,oily,office
18,33,like,oily,office
18,1496,like,oily,office
18,300,view,oily,office
18,852,like,oily,office
18,1357,purchase,oily,office
18,321,like,oily,office
18,155,like,oily,office
18,977,purchase,oily,office
18,551,view,oily,office
18,704,purchase,oily,office
18,1293,view,oily,office
18,1435,view,oily,office
18,827,view,oily,office
18,1347,like,oily,office
18,166,like,oily,office
18,683,purchase,oily,office
18,1401,view,oily,office
18,1109,view,oily,office
18,789,like,oily,office
18,657,view,oily,office
18,1301,view,oily,office
18,1492,like,oily,office
18,1577,view,oily,office
18,1015,view,oily,office
18,1125,view,oily,office
19,598,purchase,combination,festival
19,1405,purchase,combination,festival
19,1137,purchase,combination,festival
19,328,like,combination,festival
19,153,purchase,combination,festival
19,919,purchase,combination,festival
19,717,purchase,combination,festival
19,1221,view,combination,festival
19,621,purchase,combination,festival
19,1326,view,combination,festival
19,883,view,combination,festival
19,1431,view,combination,festival
19,521,purchase,combination,festival
19,952,purchase,combination,festival
19,627,like,combination,festival
19,413,view,combination,festival
19,800,view,combination,festival
19,1007,like,combination,festival
19,221,view,combination,festival
19,493,purchase,combination,festival
19,793,view,combination,festival
19,1189,view,combination,festival
19,746,view,combination,festival
19,1197,like,combination,festival
19,613,view,combination,festival
19,1456,view,combination,festival
19,612,view,combination,festival
19,45,like,combination,festival
19,1370,like,combination,festival
19,824,view,combination,festival
19,569,view,combination,festival
19,17,view,combination,festival
19,1178,view,combination,festival
19,1427,like,combination,festival
20,238,view,normal,wedding
20,976,view,normal,wedding
20,156,purchase,normal,wedding
20,293,like,normal,wedding
20,1562,purchase,normal,wedding
20,469,view,normal,wedding
20,1403,view,normal,wedding
20,1501,purchase,normal,wedding
20,1399,purchase,normal,wedding
20,827,view,normal,wedding
20,1159,like,normal,wedding
20,761,view,normal,wedding
20,186,purchase,normal,wedding
20,822,view,normal,wedding
20,30,like,normal,wedding
20,550,view,normal,wedding
20,1116,purchase,normal,wedding
20,257,view,normal,wedding
20,948,like,normal,wedding
20,766,like,normal,wedding
20,1395,like,normal,wedding
20,1554,like,normal,wedding
20,1393,view,normal,wedding
20,544,like,normal,wedding
20,1214,view,normal,wedding
20,791,view,normal,wedding
20,1324,view,normal,wedding
20,771,view,normal,wedding
20,225,view,normal,wedding
20,1401,purchase,normal,wedding
21,922,purchase,oily,festival
21,925,purchase,oily,festival
21,491,view,oily,festival
21,753,purchase,oily,festival
21,206,like,oily,festival
21,1421,like,oily,festival
21,763,purchase,oily,festival
21,1132,view,oily,festival
21,1337,purchase,oily,festival
21,745,purchase,oily,festival
21,126,like,oily,festival
21,828,view,oily,festival
21,574,purchase,oily,festival
21,394,purchase,oily,festival
21,253,like,oily,festival
21,947,purchase,oily,festival
21,190,view,oily,festival
21,1374,purchase,oily,festival
21,440,view,oily,festival
21,1330,view,oily,festival
21,1325,like,oily,festival
21,1238,view,oily,festival
21,44,view,oily,festival
21,104,view,oily,festival
21,691,view,oily,festival
21,505,view,oily,festival
22,934,like,oily,festival
22,752,like,oily,festival
22,1068,view,oily,festival
22,1232,purchase,oily,festival
22,226,like,oily,festival
22,941,like,oily,festival
22,1048,like,oily,festival
22,460,view,oily,festival
22,1276,like,oily,festival
22,90,purchase,oily,festival
22,1506,like,oily,festival
22,1366,purchase,oily,festival
22,1084,like,oily,festival
22,627,view,oily,festival
22,954,like,oily,festival
22,1334,view,oily,festival
22,65,view,oily,festival
22,126,like,oily,festival
22,997,like,oily,festival
22,835,view,oily,festival
22,887,like,oily,festival
22,1422,like,oily,festival
22,224,view,oily,festival
22,1021,view,oily,festival
22,1482,like,oily,festival
22,919,view,oily,festival
22,154,like,oily,festival
22,169,view,oily,festival
22,667,view,oily,festival
22,1265,like,oily,festival
22,309,like,oily,festival
22,138,view,oily,festival
22,264,view,oily,festival
22,570,view,oily,festival
22,1299,view,oily,festival
23,1493,purchase,oily,glam
23,107,purchase,oily,glam
23,598,view,oily,glam
23,1246,view,oily,glam
23,650,like,oily,glam
23,731,view,oily,glam
23,215,view,oily,glam
23,1200,view,oily,glam
23,1056,purchase,oily,glam
23,442,like,oily,glam
23,321,like,oily,glam
23,1361,view,oily,glam
23,1004,like,oily,glam
23,466,view,oily,glam
23,224,like,oily,glam
23,728,view,oily,glam
23,1156,like,oily,glam
23,763,view,oily,glam
23,238,view,oily,glam
23,1578,like,oily,glam
23,579,purchase,oily,glam
23,1192,like,oily,glam
23,470,view,oily,glam
23,893,view,oily,glam
23,1166,view,oily,glam
23,1595,view,oily,glam
23,1294,view,oily,glam
23,1277,view,oily,glam
23,1404,view,oily,glam
23,1337,view,oily,glam
23,1158,view,oily,glam
23,54,view,oily,glam
23,1268,like,oily,glam
24,589,view,oily,wedding
24,1405,like,oily,wedding
24,1406,like,oily,wedding
24,1231,view,oily,wedding
24,1013,like,oily,wedding
24,1096,view,oily,wedding
24,1383,like,oily,wedding
24,642,like,oily,wedding
24,95,view,oily,wedding
24,458,view,oily,wedding
24,822,like,oily,wedding
24,1244,like,oily,wedding
24,114,like,oily,wedding
24,16,view,oily,wedding
24,424,view,oily,wedding
24,627,like,oily,wedding
24,437,view,oily,wedding
24,1588,view,oily,wedding
24,285,view,oily,wedding
24,1582,view,oily,wedding
24,529,purchase,oily,wedding
24,599,view,oily,wedding
24,680,like,oily,wedding
25,909,purchase,normal,festival
25,219,view,normal,festival
25,507,like,normal,festival
25,907,purchase,normal,festival
25,1224,purchase,normal,festival
25,834,view,normal,festival
25,1091,view,normal,festival
25,163,view,normal,festival
25,824,like,normal,festival
25,646,purchase,normal,festival
25,1545,like,normal,festival
25,706,view,normal,festival
25,460,purchase,normal,festival
25,693,like,normal,festival
25,349,purchase,normal,festival
25,157,like,normal,festival
25,1058,view,normal,festival
25,1311,like,normal,festival
25,236,view,normal,festival
25,1100,view,normal,festival
25,1057,view,normal,festival
25,401,like,normal,festival
26,977,like,combination,office
26,920,like,combination,office
26,1311,like,combination,office
26,629,purchase,combination,office
26,571,purchase,combination,office
26,1229,like,combination,office
26,117,purchase,combination,office
26,730,like,combination,office
26,1057,view,combination,office
26,153,like,combination,office
26,645,view,combination,office
26,962,view,combination,office
26,942,view,combination,office
26,79,purchase,combination,office
26,118,view,combination,office
26,764,like,combination,office
26,593,view,combination,office
26,162,view,combination,office
26,1336,view,combination,office
26,189,view,combination,office
26,1274,view,combination,office
26,1231,view,combination,office
27,797,purchase,dry,wedding
27,842,like,dry,wedding
27,1591,view,dry,wedding
27,694,like,dry,wedding
27,1395,purchase,dry,wedding
27,1229,view,dry,wedding
27,108,view,dry,wedding
27,1297,purchase,dry,wedding
27,1330,purchase,dry,wedding
27,687,like,dry,wedding
27,135,purchase,dry,wedding
27,677,like,dry,wedding
27,194,like,dry,wedding
27,1147,like,dry,wedding
27,1394,like,dry,wedding
27,794,like,dry,wedding
27,582,view,dry,wedding
27,517,view,dry,wedding
27,1487,view,dry,wedding
27,1349,view,dry,wedding
27,1248,like,dry,wedding
27,311,view,dry,wedding
27,690,view,dry,wedding
27,169,view,dry,wedding
27,1206,view,dry,wedding
27,1376,like,dry,wedding
27,293,view,dry,wedding
27,725,like,dry,wedding
27,641,like,dry,wedding
28,1240,like,oily,festival
28,783,view,oily,festival
28,320,purchase,oily,festival
28,337,like,oily,festival
28,376,purchase,oily,festival
28,1435,view,oily,festival
28,1596,purchase,oily,festival
28,1296,purchase,oily,festival
28,344,like,oily,festival
28,1493,view,oily,festival
28,910,view,oily,festival
28,91,like,oily,festival
28,854,purchase,oily,festival
28,757,purchase,oily,festival
28,1402,purchase,oily,festival
28,1490,view,oily,festival
28,492,view,oily,festival
28,919,view,oily,festival
28,1261,like,oily,festival
28,589,view,oily,festival
28,1556,view,oily,festival
28,1549,like,oily,festival
28,929,like,oily,festival
28,485,view,oily,festival
29,900,view,dry,wedding
29,188,purchase,dry,wedding
29,455,like,dry,wedding
29,928,purchase,dry,wedding
29,717,purchase,dry,wedding
29,55,like,dry,wedding
29,854,like,dry,wedding
29,110,purchase,dry,wedding
29,816,view,dry,wedding
29,1033,view,dry,wedding
29,768,view,dry,wedding
29,483,purchase,dry,wedding
29,793,like,dry,wedding
29,168,like,dry,wedding
29,770,purchase,dry,wedding
29,460,view,dry,wedding
29,59,view,dry,wedding
29,660,view,dry,wedding
29,207,view,dry,wedding
29,1480,view,dry,wedding
29,1348,view,dry,wedding
29,694,like,dry,wedding
29,304,view,dry,wedding
29,286,view,dry,wedding
30,884,purchase,dry,festival
30,4,view,dry,festival
30,1264,like,dry,festival
30,724,like,dry,festival
30,493,purchase,dry,festival
30,1173,like,dry,festival
30,858,view,dry,festival
30,384,view,dry,festival
30,1365,like,dry,festival
30,1373,purchase,dry,festival
30,176,view,dry,festival
30,1077,purchase,dry,festival
30,741,like,dry,festival
30,139,like,dry,festival
30,1082,like,dry,festival
30,1119,purchase,dry,festival
30,1044,view,dry,festival
30,1139,purchase,dry,festival
30,42,like,dry,festival
30,803,view,dry,festival
30,974,view,dry,festival
30,92,view,dry,festival
30,1320,view,dry,festival
30,801,like,dry,festival
30,773,view,dry,festival
30,526,purchase,dry,festival
30,1551,view,dry,festival
30,35,view,dry,festival
30,739,like,dry,festival
31,1347,view,dry,wedding
31,681,like,dry,wedding
31,560,purchase,dry,wedding
31,255,like,dry,wedding
31,756,view,dry,wedding
31,899,view,dry,wedding
31,824,like,dry,wedding
31,1527,view,dry,wedding
31,905,like,dry,wedding
31,794,like,dry,wedding
31,696,like,dry,wedding
31,383,view,dry,wedding
31,1021,view,dry,wedding
31,1422,purchase,dry,wedding
31,1030,view,dry,wedding
31,759,purchase,dry,wedding
31,1075,view,dry,wedding
31,549,purchase,dry,wedding
31,170,like,dry,wedding
31,1503,view,dry,wedding
31,878,view,dry,wedding
32,65,view,combination,evening
32,297,view,combination,evening
32,1262,view,combination,evening
32,1406,view,combination,evening
32,912,purchase,combination,evening
32,73,view,combination,evening
32,263,view,combination,evening
32,139,like,combination,evening
32,491,purchase,combination,evening
32,1339,view,combination,evening
32,761,purchase,combination,evening
32,752,like,combination,evening
32,797,view,combination,evening
32,1179,like,combination,evening
32,68,like,combination,evening
32,1257,purchase,combination,evening
32,319,view,combination,evening
32,1408,view,combination,evening
32,934,view,combination,evening
32,770,view,combination,evening
32,772,like,combination,evening
32,922,purchase,combination,evening
32,1580,like,combination,evening
32,162,purchase,combination,evening
32,1189,purchase,combination,evening
33,623,like,combination,festival
33,327,like,combination,festival
33,1475,purchase,combination,festival
33,1471,purchase,combination,festival
33,1452,view,combination,festival
33,1324,purchase,combination,festival
33,362,like,combination,festival
33,751,like,combination,festival
33,1059,like,combination,festival
33,466,view,combination,festival
33,251,purchase,combination,festival
33,417,purchase,combination,festival
33,289,like,combination,festival
33,492,view,combination,festival
33,1029,purchase,combination,festival
33,55,like,combination,festival
33,750,purchase,combination,festival
33,1152,view,combination,festival
33,1190,view,combination,festival
33,766,view,combination,festival
33,970,view,combination,festival
33,1144,view,combination,festival
33,268,like,combination,festival
33,1270,view,combination,festival
33,178,like,combination,festival
33,136,like,combination,festival
33,643,like,combination,festival
33,828,view,combination,festival
33,1489,view,combination,festival
34,1276,like,combination,office
34,1110,view,combination,office
34,194,purchase,combination,office
34,1047,like,combination,office
34,1330,like,combination,office
34,350,view,combination,office
34,1230,view,combination,office
34,1207,purchase,combination,office
34,320,like,combination,office
34,355,like,combination,office
34,1367,like,combination,office
34,1296,view,combination,office
34,1493,like,combination,office
34,1257,like,combination,office
34,701,view,combination,office
34,1172,view,combination,office
34,86,purchase,combination,office
34,60,view,combination,office
34,168,purchase,combination,office
34,95,view,combination,office
34,1332,view,combination,office
34,1600,like,combination,office
34,1194,view,combination,office
34,551,view,combination,office
34,1352,view,combination,office
34,440,view,combination,office
34,1591,view,combination,office
34,1184,view,combination,office
34,863,view,combination,office
35,332,like,normal,evening
35,681,purchase,normal,evening
35,1201,like,normal,evening
35,1494,view,normal,evening
35,651,view,normal,evening
35,394,view,normal,evening
35,1580,view,normal,evening
35,331,view,normal,evening
35,1038,view,normal,evening
35,1072,like,normal,evening
35,973,view,normal,evening
35,1039,view,normal,evening
35,642,like,normal,evening
35,1036,view,normal,evening
35,49,view,normal,evening
35,186,view,normal,evening
35,819,like,normal,evening
35,1053,like,normal,evening
35,946,like,normal,evening
35,499,view,normal,evening
35,446,view,normal,evening
35,1211,view,normal,evening
35,731,view,normal,evening
35,101,view,normal,evening
35,105,purchase,normal,evening
35,582,view,normal,evening
35,1024,view,normal,evening
36,1029,purchase,dry,office
36,83,view,dry,office
36,93,like,dry,office
36,80,purchase,dry,office
36,281,like,dry,office
36,1466,purchase,dry,office
36,684,like,dry,office
36,975,like,dry,office
36,1068,view,dry,office
36,940,like,dry,office
36,306,purchase,dry,office
36,1246,purchase,dry,office
36,1060,purchase,dry,office
36,287,like,dry,office
36,673,like,dry,office
36,1260,like,dry,office
36,654,view,dry,office
36,333,like,dry,office
36,809,like,dry,office
36,1267,purchase,dry,office
36,1519,view,dry,office
36,614,like,dry,office
36,1233,view,dry,office
36,700,like,dry,office
36,1054,view,dry,office
36,1059,view,dry,office
36,1108,view,dry,office
36,1018,view,dry,office
36,1473,view,dry,office
36,1170,view,dry,office
36,622,like,dry,office
36,987,like,dry,office
37,1165,view,oily,festival
37,676,purchase,oily,festival
37,1373,purchase,oily,festival
37,995,purchase,oily,festival
37,1093,like,oily,festival
37,783,like,oily,festival
37,653,like,oily,festival
37,360,like,oily,festival
37,957,like,oily,festival
37,1108,purchase,oily,festival
37,712,like,oily,festival
37,1135,view,oily,festival
37,736,like,oily,festival
37,1401,like,oily,festival
37,1598,purchase,oily,festival
37,1493,view,oily,festival
37,1411,view,oily,festival
37,1334,purchase,oily,festival
37,1436,view,oily,festival
37,543,view,oily,festival
37,1262,purchase,oily,festival
37,1000,view,oily,festival
37,395,like,oily,festival
37,506,view,oily,festival
37,573,like,oily,festival
37,1154,view,oily,festival
38,286,purchase,combination,evening
38,226,purchase,combination,evening
38,1278,like,combination,evening
38,1535,view,combination,evening
38,1219,purchase,combination,evening
38,498,view,combination,evening
38,505,like,combination,evening
38,105,purchase,combination,evening
38,1389,view,combination,evening
38,1105,like,combination,evening
38,469,like,combination,evening
38,1324,like,combination,evening
38,484,purchase,combination,evening
38,109,purchase,combination,evening
38,208,view,combination,evening
38,860,purchase,combination,evening
38,686,view,combination,evening
38,1487,purchase,combination,evening
38,984,purchase,combination,evening
38,209,view,combination,evening
38,1413,view,combination,evening
38,1598,like,combination,evening
38,287,purchase,combination,evening
38,11,like,combination,evening
38,1141,like,combination,evening
38,329,view,combination,evening
38,844,view,combination,evening
38,1354,view,combination,evening
39,279,like,combination,wedding
39,1050,purchase,combination,wedding
39,975,view,combination,wedding
39,567,view,combination,wedding
39,400,like,combination,wedding
39,233,view,combination,wedding
39,687,view,combination,wedding
39,337,like,combination,wedding
39,1515,like,combination,wedding
39,956,view,combination,wedding
39,1345,view,combination,wedding
39,535,view,combination,wedding
39,1489,like,combination,wedding
39,387,like,combination,wedding
39,30,view,combination,wedding
39,1526,like,combination,wedding
39,700,purchase,combination,wedding
39,613,purchase,combination,wedding
39,1180,purchase,combination,wedding
39,1399,like,combination,wedding
39,1568,like,combination,wedding
39,401,purchase,combination,wedding
39,365,view,combination,wedding
39,1269,view,combination,wedding
39,1327,purchase,combination,wedding
39,844,view,combination,wedding
39,889,view,combination,wedding
39,1072,purchase,combination,wedding
39,683,view,combination,wedding
39,179,like,combination,wedding
